

--- Server Started at 2024-04-27T19:38:59.143Z ---
2024-04-27T19:39:00.161Z - Humidity: 60%, Temperature: 25C, Analog output: 725
2024-04-28T00:12:03.874Z - Humidity: 71%, Temperature: 23C, Analog output: 748
2024-04-28T00:12:13.913Z - Humidity: 72%, Temperature: 24C, Analog output: 750
2024-04-28T00:12:23.950Z - Humidity: 72%, Temperature: 23C, Analog output: 783
2024-04-28T00:12:33.990Z - Humidity: 72%, Temperature: 24C, Analog output: 751
2024-04-28T00:12:44.033Z - Humidity: 71%, Temperature: 24C, Analog output: 749
2024-04-28T00:12:54.072Z - Humidity: 71%, Temperature: 23C, Analog output: 753
2024-04-28T00:13:04.110Z - Humidity: 71%, Temperature: 23C, Analog output: 750
2024-04-28T00:13:14.148Z - Humidity: 72%, Temperature: 24C, Analog output: 751
2024-04-28T00:13:24.185Z - Humidity: 75%, Temperature: 24C, Analog output: 749
2024-04-28T00:13:34.225Z - Humidity: 72%, Temperature: 24C, Analog output: 749
2024-04-28T00:13:44.264Z - Humidity: 72%, Temperature: 24C, Analog output: 675
2024-04-28T00:13:54.303Z - Humidity: 72%, Temperature: 23C, Analog output: 756
2024-04-28T00:14:04.340Z - Humidity: 72%, Temperature: 24C, Analog output: 752
2024-04-28T00:14:14.385Z - Humidity: 71%, Temperature: 24C, Analog output: 770
2024-04-28T00:14:24.423Z - Humidity: 74%, Temperature: 24C, Analog output: 751
2024-04-28T00:14:34.462Z - Humidity: 74%, Temperature: 23C, Analog output: 741
2024-04-28T00:14:44.500Z - Humidity: 75%, Temperature: 23C, Analog output: 753
2024-04-28T00:14:54.539Z - Humidity: 73%, Temperature: 24C, Analog output: 752
2024-04-28T00:15:04.577Z - Humidity: 73%, Temperature: 24C, Analog output: 778
2024-04-28T00:15:14.616Z - Humidity: 74%, Temperature: 23C, Analog output: 697
2024-04-28T00:15:24.655Z - Humidity: 72%, Temperature: 24C, Analog output: 759
2024-04-28T00:15:34.693Z - Humidity: 75%, Temperature: 24C, Analog output: 752
2024-04-28T00:15:44.732Z - Humidity: 74%, Temperature: 24C, Analog output: 776
2024-04-28T00:15:54.775Z - Humidity: 74%, Temperature: 24C, Analog output: 749
2024-04-28T00:16:04.813Z - Humidity: 74%, Temperature: 24C, Analog output: 751
2024-04-28T00:16:14.852Z - Humidity: 73%, Temperature: 24C, Analog output: 747
2024-04-28T00:16:24.891Z - Humidity: 73%, Temperature: 23C, Analog output: 748
2024-04-28T00:16:34.929Z - Humidity: 73%, Temperature: 23C, Analog output: 751
2024-04-28T00:16:44.968Z - Humidity: 74%, Temperature: 24C, Analog output: 753
2024-04-28T00:16:55.006Z - Humidity: 74%, Temperature: 23C, Analog output: 753
2024-04-28T00:17:05.045Z - Humidity: 73%, Temperature: 23C, Analog output: 752
2024-04-28T00:17:15.087Z - Humidity: 75%, Temperature: 24C, Analog output: 753
2024-04-28T00:17:25.126Z - Humidity: 74%, Temperature: 23C, Analog output: 760
2024-04-28T00:17:35.165Z - Humidity: 75%, Temperature: 23C, Analog output: 755
2024-04-28T00:17:45.203Z - Humidity: 74%, Temperature: 24C, Analog output: 749
2024-04-28T00:17:55.242Z - Humidity: 75%, Temperature: 23C, Analog output: 752
2024-04-28T00:18:05.280Z - Humidity: 74%, Temperature: 23C, Analog output: 753
2024-04-28T00:18:15.319Z - Humidity: 73%, Temperature: 24C, Analog output: 753
2024-04-28T00:18:25.356Z - Humidity: 73%, Temperature: 23C, Analog output: 751
2024-04-28T00:18:35.396Z - Humidity: 72%, Temperature: 23C, Analog output: 750
2024-04-28T00:18:45.439Z - Humidity: 72%, Temperature: 24C, Analog output: 751
2024-04-28T00:18:55.477Z - Humidity: 73%, Temperature: 24C, Analog output: 751
2024-04-28T00:19:05.516Z - Humidity: 70%, Temperature: 24C, Analog output: 750
2024-04-28T00:19:15.555Z - Humidity: 72%, Temperature: 23C, Analog output: 680
2024-04-28T00:19:25.593Z - Humidity: 72%, Temperature: 23C, Analog output: 766
2024-04-28T00:19:35.632Z - Humidity: 71%, Temperature: 24C, Analog output: 786
2024-04-28T00:19:45.671Z - Humidity: 72%, Temperature: 24C, Analog output: 752
2024-04-28T00:19:55.709Z - Humidity: 71%, Temperature: 23C, Analog output: 752
2024-04-28T00:20:05.747Z - Humidity: 71%, Temperature: 24C, Analog output: 752
2024-04-28T00:20:15.785Z - Humidity: 70%, Temperature: 24C, Analog output: 758
2024-04-28T00:20:25.829Z - Humidity: 72%, Temperature: 24C, Analog output: 768
2024-04-28T00:20:35.868Z - Humidity: 71%, Temperature: 23C, Analog output: 725
2024-04-28T00:20:45.906Z - Humidity: 71%, Temperature: 24C, Analog output: 752
2024-04-28T00:20:55.945Z - Humidity: 71%, Temperature: 24C, Analog output: 783
2024-04-28T00:21:05.984Z - Humidity: 70%, Temperature: 24C, Analog output: 796
2024-04-28T00:21:16.022Z - Humidity: 72%, Temperature: 23C, Analog output: 752
2024-04-28T00:21:26.061Z - Humidity: 73%, Temperature: 24C, Analog output: 747
2024-04-28T00:21:36.099Z - Humidity: 71%, Temperature: 24C, Analog output: 761
2024-04-28T00:21:46.138Z - Humidity: 72%, Temperature: 23C, Analog output: 753
2024-04-28T00:21:56.181Z - Humidity: 72%, Temperature: 24C, Analog output: 717
2024-04-28T00:22:06.220Z - Humidity: 74%, Temperature: 23C, Analog output: 771
2024-04-28T00:22:16.258Z - Humidity: 71%, Temperature: 23C, Analog output: 752
2024-04-28T00:22:26.296Z - Humidity: 70%, Temperature: 24C, Analog output: 751
2024-04-28T00:22:36.335Z - Humidity: 71%, Temperature: 23C, Analog output: 752
2024-04-28T00:22:46.374Z - Humidity: 72%, Temperature: 24C, Analog output: 752
2024-04-28T00:22:56.412Z - Humidity: 71%, Temperature: 24C, Analog output: 747
2024-04-28T00:23:06.451Z - Humidity: 70%, Temperature: 24C, Analog output: 752
2024-04-28T00:23:16.489Z - Humidity: 71%, Temperature: 24C, Analog output: 776
2024-04-28T00:23:26.531Z - Humidity: 72%, Temperature: 23C, Analog output: 784
2024-04-28T00:23:36.571Z - Humidity: 71%, Temperature: 23C, Analog output: 787
2024-04-28T00:23:46.609Z - Humidity: 70%, Temperature: 23C, Analog output: 757
2024-04-28T00:23:56.648Z - Humidity: 72%, Temperature: 24C, Analog output: 750
2024-04-28T00:24:06.687Z - Humidity: 70%, Temperature: 24C, Analog output: 770
2024-04-28T00:24:16.725Z - Humidity: 70%, Temperature: 24C, Analog output: 751
2024-04-28T00:24:26.764Z - Humidity: 71%, Temperature: 24C, Analog output: 760
2024-04-28T00:24:36.803Z - Humidity: 71%, Temperature: 23C, Analog output: 754
2024-04-28T00:24:46.841Z - Humidity: 74%, Temperature: 23C, Analog output: 752
2024-04-28T00:24:56.880Z - Humidity: 70%, Temperature: 24C, Analog output: 770
2024-04-28T00:25:06.923Z - Humidity: 71%, Temperature: 24C, Analog output: 752
2024-04-28T00:25:16.961Z - Humidity: 70%, Temperature: 24C, Analog output: 749
2024-04-28T00:25:27.000Z - Humidity: 70%, Temperature: 24C, Analog output: 757
2024-04-28T00:25:37.037Z - Humidity: 71%, Temperature: 23C, Analog output: 752
2024-04-28T00:25:47.077Z - Humidity: 73%, Temperature: 24C, Analog output: 752
2024-04-28T00:25:57.116Z - Humidity: 72%, Temperature: 23C, Analog output: 791
2024-04-28T00:26:07.154Z - Humidity: 74%, Temperature: 24C, Analog output: 763
2024-04-28T00:26:17.193Z - Humidity: 71%, Temperature: 24C, Analog output: 756
2024-04-28T00:26:27.235Z - Humidity: 71%, Temperature: 23C, Analog output: 771
2024-04-28T00:26:37.274Z - Humidity: 71%, Temperature: 23C, Analog output: 753
2024-04-28T00:26:47.313Z - Humidity: 71%, Temperature: 24C, Analog output: 755
2024-04-28T00:26:57.351Z - Humidity: 69%, Temperature: 24C, Analog output: 753
2024-04-28T00:27:07.390Z - Humidity: 71%, Temperature: 24C, Analog output: 751
2024-04-28T00:27:17.429Z - Humidity: 71%, Temperature: 24C, Analog output: 764
2024-04-28T00:27:27.467Z - Humidity: 71%, Temperature: 24C, Analog output: 751
2024-04-28T00:27:37.506Z - Humidity: 71%, Temperature: 24C, Analog output: 752
2024-04-28T00:27:47.545Z - Humidity: 71%, Temperature: 23C, Analog output: 751
2024-04-28T00:27:57.587Z - Humidity: 69%, Temperature: 24C, Analog output: 752
2024-04-28T00:28:07.625Z - Humidity: 70%, Temperature: 24C, Analog output: 752
2024-04-28T00:28:17.664Z - Humidity: 70%, Temperature: 24C, Analog output: 754
2024-04-28T00:28:27.702Z - Humidity: 70%, Temperature: 25C, Analog output: 770
2024-04-28T00:28:37.741Z - Humidity: 70%, Temperature: 24C, Analog output: 753
2024-04-28T00:28:47.780Z - Humidity: 72%, Temperature: 23C, Analog output: 755
2024-04-28T00:28:57.818Z - Humidity: 71%, Temperature: 24C, Analog output: 756
2024-04-28T00:29:07.858Z - Humidity: 71%, Temperature: 23C, Analog output: 770
2024-04-28T00:29:17.896Z - Humidity: 69%, Temperature: 23C, Analog output: 772
2024-04-28T00:29:27.939Z - Humidity: 70%, Temperature: 23C, Analog output: 770
2024-04-28T00:29:37.977Z - Humidity: 70%, Temperature: 24C, Analog output: 753
2024-04-28T00:29:48.016Z - Humidity: 68%, Temperature: 24C, Analog output: 754
2024-04-28T00:29:58.055Z - Humidity: 69%, Temperature: 24C, Analog output: 753
2024-04-28T00:30:08.093Z - Humidity: 69%, Temperature: 24C, Analog output: 755
2024-04-28T00:30:18.132Z - Humidity: 70%, Temperature: 24C, Analog output: 768
2024-04-28T00:30:28.171Z - Humidity: 72%, Temperature: 24C, Analog output: 759
2024-04-28T00:30:38.209Z - Humidity: 71%, Temperature: 23C, Analog output: 754
2024-04-28T00:30:48.247Z - Humidity: 70%, Temperature: 24C, Analog output: 752
2024-04-28T00:30:58.286Z - Humidity: 71%, Temperature: 24C, Analog output: 776
2024-04-28T00:31:08.329Z - Humidity: 71%, Temperature: 23C, Analog output: 752
2024-04-28T00:31:18.368Z - Humidity: 71%, Temperature: 24C, Analog output: 751
2024-04-28T00:31:28.406Z - Humidity: 71%, Temperature: 24C, Analog output: 754
2024-04-28T00:31:38.444Z - Humidity: 72%, Temperature: 23C, Analog output: 754
2024-04-28T00:31:48.483Z - Humidity: 71%, Temperature: 24C, Analog output: 764
2024-04-28T00:31:58.522Z - Humidity: 70%, Temperature: 23C, Analog output: 761
2024-04-28T00:32:08.560Z - Humidity: 71%, Temperature: 24C, Analog output: 762
2024-04-28T00:32:18.599Z - Humidity: 70%, Temperature: 23C, Analog output: 780
2024-04-28T00:32:28.641Z - Humidity: 68%, Temperature: 23C, Analog output: 753
2024-04-28T00:32:38.680Z - Humidity: 69%, Temperature: 23C, Analog output: 752
2024-04-28T00:32:48.719Z - Humidity: 70%, Temperature: 24C, Analog output: 756
2024-04-28T00:32:58.757Z - Humidity: 72%, Temperature: 23C, Analog output: 755
2024-04-28T00:33:08.796Z - Humidity: 69%, Temperature: 23C, Analog output: 753
2024-04-28T00:33:18.835Z - Humidity: 70%, Temperature: 24C, Analog output: 753
2024-04-28T00:33:28.874Z - Humidity: 71%, Temperature: 23C, Analog output: 762
2024-04-28T00:33:38.912Z - Humidity: 71%, Temperature: 23C, Analog output: 753
2024-04-28T00:33:48.951Z - Humidity: 72%, Temperature: 24C, Analog output: 752
2024-04-28T00:33:58.993Z - Humidity: 72%, Temperature: 23C, Analog output: 753
2024-04-28T00:34:09.031Z - Humidity: 72%, Temperature: 24C, Analog output: 751
2024-04-28T00:34:19.070Z - Humidity: 74%, Temperature: 24C, Analog output: 762
2024-04-28T00:34:29.109Z - Humidity: 72%, Temperature: 23C, Analog output: 755
2024-04-28T00:34:39.147Z - Humidity: 71%, Temperature: 23C, Analog output: 755
2024-04-28T00:34:49.186Z - Humidity: 73%, Temperature: 24C, Analog output: 754
2024-04-28T00:34:59.225Z - Humidity: 71%, Temperature: 23C, Analog output: 755
2024-04-28T00:35:09.263Z - Humidity: 71%, Temperature: 23C, Analog output: 755
2024-04-28T00:35:19.302Z - Humidity: 71%, Temperature: 23C, Analog output: 755
2024-04-28T00:35:29.345Z - Humidity: 72%, Temperature: 23C, Analog output: 770
2024-04-28T00:35:39.383Z - Humidity: 71%, Temperature: 23C, Analog output: 756
2024-04-28T00:35:49.422Z - Humidity: 71%, Temperature: 23C, Analog output: 753
2024-04-28T00:35:59.461Z - Humidity: 72%, Temperature: 23C, Analog output: 753
2024-04-28T00:36:09.500Z - Humidity: 72%, Temperature: 24C, Analog output: 746
2024-04-28T00:36:19.538Z - Humidity: 71%, Temperature: 24C, Analog output: 747
2024-04-28T00:36:29.577Z - Humidity: 73%, Temperature: 23C, Analog output: 757
2024-04-28T00:36:39.615Z - Humidity: 72%, Temperature: 24C, Analog output: 772
2024-04-28T00:36:49.654Z - Humidity: 71%, Temperature: 24C, Analog output: 776
2024-04-28T00:36:59.697Z - Humidity: 72%, Temperature: 23C, Analog output: 771
2024-04-28T00:37:09.735Z - Humidity: 72%, Temperature: 23C, Analog output: 771
2024-04-28T00:37:19.774Z - Humidity: 72%, Temperature: 24C, Analog output: 751
2024-04-28T00:37:29.813Z - Humidity: 72%, Temperature: 24C, Analog output: 755
2024-04-28T00:37:39.851Z - Humidity: 71%, Temperature: 23C, Analog output: 752
2024-04-28T00:37:49.890Z - Humidity: 72%, Temperature: 23C, Analog output: 753
2024-04-28T00:37:59.927Z - Humidity: 72%, Temperature: 24C, Analog output: 752
2024-04-28T00:38:09.966Z - Humidity: 73%, Temperature: 24C, Analog output: 757
2024-04-28T00:38:20.005Z - Humidity: 74%, Temperature: 24C, Analog output: 755
2024-04-28T00:38:30.044Z - Humidity: 72%, Temperature: 24C, Analog output: 752
2024-04-28T00:38:40.086Z - Humidity: 71%, Temperature: 24C, Analog output: 753
2024-04-28T00:38:50.125Z - Humidity: 71%, Temperature: 23C, Analog output: 753
2024-04-28T00:39:00.164Z - Humidity: 72%, Temperature: 24C, Analog output: 752
2024-04-28T00:39:10.202Z - Humidity: 72%, Temperature: 23C, Analog output: 750
2024-04-28T00:39:20.241Z - Humidity: 73%, Temperature: 24C, Analog output: 756
2024-04-28T00:39:30.280Z - Humidity: 73%, Temperature: 23C, Analog output: 757
2024-04-28T00:39:40.318Z - Humidity: 72%, Temperature: 24C, Analog output: 753
2024-04-28T00:39:50.357Z - Humidity: 72%, Temperature: 23C, Analog output: 753
2024-04-28T00:40:00.395Z - Humidity: 73%, Temperature: 24C, Analog output: 750
2024-04-28T00:40:10.434Z - Humidity: 72%, Temperature: 24C, Analog output: 758
2024-04-28T00:40:20.472Z - Humidity: 72%, Temperature: 24C, Analog output: 784
2024-04-28T00:40:30.515Z - Humidity: 74%, Temperature: 23C, Analog output: 753
2024-04-28T00:40:40.553Z - Humidity: 71%, Temperature: 23C, Analog output: 763
2024-04-28T00:40:50.593Z - Humidity: 72%, Temperature: 23C, Analog output: 758
2024-04-28T00:41:00.631Z - Humidity: 73%, Temperature: 23C, Analog output: 753
2024-04-28T00:41:10.670Z - Humidity: 73%, Temperature: 23C, Analog output: 754
2024-04-28T00:41:20.708Z - Humidity: 73%, Temperature: 24C, Analog output: 751
2024-04-28T00:41:30.747Z - Humidity: 73%, Temperature: 23C, Analog output: 754
2024-04-28T00:41:40.786Z - Humidity: 72%, Temperature: 22C, Analog output: 753
2024-04-28T00:41:50.824Z - Humidity: 70%, Temperature: 23C, Analog output: 683
2024-04-28T00:42:00.867Z - Humidity: 72%, Temperature: 23C, Analog output: 751
2024-04-28T00:42:10.905Z - Humidity: 73%, Temperature: 23C, Analog output: 751
2024-04-28T00:42:20.944Z - Humidity: 71%, Temperature: 24C, Analog output: 753
2024-04-28T00:42:30.982Z - Humidity: 71%, Temperature: 24C, Analog output: 753
2024-04-28T00:42:41.021Z - Humidity: 70%, Temperature: 23C, Analog output: 753
2024-04-28T00:42:51.060Z - Humidity: 72%, Temperature: 23C, Analog output: 764
2024-04-28T00:43:01.098Z - Humidity: 72%, Temperature: 23C, Analog output: 750
2024-04-28T00:43:11.137Z - Humidity: 71%, Temperature: 24C, Analog output: 767
2024-04-28T00:43:21.176Z - Humidity: 70%, Temperature: 24C, Analog output: 753
2024-04-28T00:43:31.218Z - Humidity: 71%, Temperature: 24C, Analog output: 752
2024-04-28T00:43:41.257Z - Humidity: 71%, Temperature: 24C, Analog output: 787
2024-04-28T00:43:51.296Z - Humidity: 73%, Temperature: 24C, Analog output: 753
2024-04-28T00:44:01.334Z - Humidity: 72%, Temperature: 23C, Analog output: 754
2024-04-28T00:44:11.373Z - Humidity: 72%, Temperature: 23C, Analog output: 764
2024-04-28T00:44:21.412Z - Humidity: 72%, Temperature: 23C, Analog output: 754
2024-04-28T00:44:31.451Z - Humidity: 73%, Temperature: 23C, Analog output: 752
2024-04-28T00:44:41.489Z - Humidity: 71%, Temperature: 23C, Analog output: 754
2024-04-28T00:44:51.528Z - Humidity: 70%, Temperature: 24C, Analog output: 787
2024-04-28T00:45:01.566Z - Humidity: 72%, Temperature: 23C, Analog output: 753
2024-04-28T00:45:11.609Z - Humidity: 72%, Temperature: 24C, Analog output: 753
2024-04-28T00:45:21.647Z - Humidity: 71%, Temperature: 23C, Analog output: 755
2024-04-28T00:45:31.686Z - Humidity: 71%, Temperature: 24C, Analog output: 756
2024-04-28T00:45:41.725Z - Humidity: 71%, Temperature: 23C, Analog output: 771
2024-04-28T00:45:51.763Z - Humidity: 71%, Temperature: 24C, Analog output: 757
2024-04-28T00:46:01.802Z - Humidity: 71%, Temperature: 24C, Analog output: 752
2024-04-28T00:46:11.840Z - Humidity: 70%, Temperature: 24C, Analog output: 758
2024-04-28T00:46:21.878Z - Humidity: 70%, Temperature: 24C, Analog output: 755
2024-04-28T00:46:31.921Z - Humidity: 70%, Temperature: 23C, Analog output: 773
2024-04-28T00:46:41.960Z - Humidity: 71%, Temperature: 23C, Analog output: 757
2024-04-28T00:46:51.999Z - Humidity: 71%, Temperature: 23C, Analog output: 794
2024-04-28T00:47:02.037Z - Humidity: 74%, Temperature: 24C, Analog output: 763
2024-04-28T00:47:12.076Z - Humidity: 73%, Temperature: 24C, Analog output: 757
2024-04-28T00:47:22.115Z - Humidity: 73%, Temperature: 24C, Analog output: 757
2024-04-28T00:47:32.153Z - Humidity: 74%, Temperature: 24C, Analog output: 762
2024-04-28T00:47:42.192Z - Humidity: 72%, Temperature: 24C, Analog output: 775
2024-04-28T00:47:52.231Z - Humidity: 72%, Temperature: 24C, Analog output: 753
2024-04-28T00:48:02.269Z - Humidity: 73%, Temperature: 24C, Analog output: 759
2024-04-28T00:48:12.312Z - Humidity: 71%, Temperature: 23C, Analog output: 755
2024-04-28T00:48:22.351Z - Humidity: 72%, Temperature: 23C, Analog output: 760
2024-04-28T00:48:32.389Z - Humidity: 73%, Temperature: 24C, Analog output: 755
2024-04-28T00:48:42.428Z - Humidity: 72%, Temperature: 24C, Analog output: 770
2024-04-28T00:48:52.466Z - Humidity: 72%, Temperature: 24C, Analog output: 755
2024-04-28T00:49:02.505Z - Humidity: 71%, Temperature: 23C, Analog output: 763
2024-04-28T00:49:12.543Z - Humidity: 74%, Temperature: 23C, Analog output: 755
2024-04-28T00:49:22.582Z - Humidity: 73%, Temperature: 24C, Analog output: 751
2024-04-28T00:49:32.621Z - Humidity: 75%, Temperature: 24C, Analog output: 759
2024-04-28T00:49:42.663Z - Humidity: 73%, Temperature: 23C, Analog output: 754
2024-04-28T00:49:52.702Z - Humidity: 73%, Temperature: 24C, Analog output: 758
2024-04-28T00:50:02.740Z - Humidity: 72%, Temperature: 23C, Analog output: 755
2024-04-28T00:50:12.779Z - Humidity: 72%, Temperature: 23C, Analog output: 753
2024-04-28T00:50:22.817Z - Humidity: 74%, Temperature: 24C, Analog output: 783
2024-04-28T00:50:32.856Z - Humidity: 72%, Temperature: 23C, Analog output: 756
2024-04-28T00:50:42.895Z - Humidity: 72%, Temperature: 24C, Analog output: 755
2024-04-28T00:50:52.933Z - Humidity: 72%, Temperature: 24C, Analog output: 752
2024-04-28T00:51:02.972Z - Humidity: 73%, Temperature: 23C, Analog output: 789
2024-04-28T00:51:13.010Z - Humidity: 75%, Temperature: 24C, Analog output: 756
2024-04-28T00:51:23.054Z - Humidity: 74%, Temperature: 24C, Analog output: 754
2024-04-28T00:51:33.092Z - Humidity: 73%, Temperature: 24C, Analog output: 706
2024-04-28T00:51:43.131Z - Humidity: 75%, Temperature: 24C, Analog output: 762
2024-04-28T00:51:53.169Z - Humidity: 74%, Temperature: 23C, Analog output: 776
2024-04-28T00:52:03.208Z - Humidity: 74%, Temperature: 23C, Analog output: 756
2024-04-28T00:52:13.246Z - Humidity: 71%, Temperature: 23C, Analog output: 755
2024-04-28T00:52:23.285Z - Humidity: 74%, Temperature: 23C, Analog output: 789
2024-04-28T00:52:33.324Z - Humidity: 73%, Temperature: 23C, Analog output: 793
2024-04-28T00:52:43.366Z - Humidity: 73%, Temperature: 24C, Analog output: 752
2024-04-28T00:52:53.405Z - Humidity: 74%, Temperature: 24C, Analog output: 754
2024-04-28T00:53:03.443Z - Humidity: 74%, Temperature: 24C, Analog output: 754
2024-04-28T00:53:13.482Z - Humidity: 73%, Temperature: 24C, Analog output: 754
